StreetCode1,StreetCode2,StreetCode3,Violation County,NViolations
52130,81230,93230,K,1
52440,40404,40404,K,1
52730,65330,45430,K,1
52930,42330,95130,K,1
53130,54100,52130,K,1
53210,35580,35630,K,1
53420,28350,12550,BX,2
53420,32920,32420,BX,1
53830,48830,77230,K,1
53830,49630,42930,K,1
53950,0,0,K,3
54000,0,0,K,8
54050,35130,35180,K,1
54050,35180,35230,K,2
54050,35230,28830,K,3
54050,35330,35380,K,1
54050,35430,35480,K,1
54050,35530,35580,K,1
54050,37980,38030,K,1
54050,38030,38080,K,1
54050,90630,90580,K,1
54070,86530,72230,K,1
54090,14830,14880,K,1
54090,88830,0,K,1
54100,31530,81930,K,1
54100,38630,29930,K,1
54100,47330,45930,K,2
54100,81030,50130,K,2
54100,81230,93230,K,1
54100,81930,81030,K,1
54130,23230,23930,K,1
54130,31130,24730,K,1
54130,79030,79430,K,1
54130,80230,45030,K,1
54930,86030,75430,K,1
55130,56630,73380,K,2
55330,18630,73690,K,2
55330,36380,23330,K,1
55330,38030,38080,K,2
55330,64830,36330,K,1
55330,73210,37830,K,1
55430,75730,80930,K,1
55520,7720,16620,BX,2
55520,16620,62520,BX,3
55520,28020,28110,BX,1
55520,48420,25130,BX,1
55520,62520,48420,BX,2
55520,68220,72920,BX,2
55520,72920,48020,BX,1
55730,45030,26730,K,1
55730,58730,85730,K,1
55730,67030,58730,K,2
55730,83330,55530,K,1
55730,85330,83330,K,1
55830,0,0,K,4
55830,48730,75330,K,1
55930,59830,55830,K,1
56030,41930,80130,K,1
56030,73430,23530,K,1
56030,73690,67030,K,1
56030,80130,79930,K,2
56230,36330,36380,K,1
56230,40930,25130,K,2
56230,48430,13630,K,1
56230,55930,38730,K,1
56230,67030,64830,K,3
56530,0,0,K,1
56530,20110,77730,K,2
56530,20530,47100,K,2
56530,29830,20110,K,4
56530,47100,64330,K,1
56820,25710,25800,BX,1
56930,0,0,K,4
57020,73720,27840,BX,1
57030,59930,42430,K,1
57130,13630,38730,K,3
57230,23130,25930,K,1
57320,28110,28140,BX,1
57320,28140,28170,BX,1
57320,28440,28470,BX,1
57320,28500,28530,BX,1
57520,9320,7720,BX,1
57630,27530,29830,K,1
57720,40320,72620,BX,1
57720,70635,70635,BX,1
57720,72620,10620,BX,1
57720,72620,15620,BX,1
58020,27750,27780,BX,1
58020,27840,40450,BX,1
58020,40450,27900,BX,3
58030,12930,67030,K,1
58200,76950,71330,K,3
58330,0,0,K,1
58730,78230,78230,K,1
59020,74480,56740,BX,1
59030,18630,73690,K,2
59120,0,0,BX,2
59120,32650,75175,BX,1
59430,12330,26230,K,1
59630,82230,23230,K,1
59930,63230,61530,K,1
60440,0,0,K,1
60440,43040,75760,K,2
60530,0,0,K,1
60530,19530,18630,K,1
60530,40404,40404,K,1
60530,45130,87730,K,6
60535,0,93250,K,1
60830,54070,12130,K,1
60930,0,0,K,2
61020,60920,29320,BX,1
61220,72620,10620,BX,1
61330,54100,52130,K,6
61720,12550,27810,BX,1
61730,67030,58730,K,1
61730,85730,85330,K,5
61830,48830,27530,K,3
61920,72720,36420,BX,3
62240,21090,46220,BX,1
62330,23330,54070,K,1
62330,31850,67030,K,1
62330,40404,40404,K,2
62330,64830,23330,K,1
62330,73690,31850,K,1
62330,82130,57600,K,1
62720,27060,27090,BX,1
62720,27090,27120,BX,1
62720,27150,32520,BX,2
63030,11830,27030,K,1
63030,54100,19930,K,1
63030,87330,27430,K,2
63220,17250,10320,BX,1
63530,10830,10880,K,1
63530,57930,10080,K,1
63730,11155,63985,K,1
63820,0,0,BX,1
63820,9820,12550,BX,2
63820,10545,74480,BX,1
63820,12550,35520,BX,1
63820,74840,74870,BX,1
63820,74870,74920,BX,2
63820,74920,60820,BX,2
63920,26820,29520,BX,1
64230,90730,90780,K,1
64330,0,0,K,1
64330,75530,81330,K,1
64420,8320,9320,BX,1
64420,9620,72920,BX,1
64420,13820,39790,BX,1
64430,19830,34330,K,1
64430,34330,56630,K,1
64430,83730,19830,K,1
64620,26760,26790,BX,1
64730,8980,9030,K,1
64730,9030,6280,K,2
64830,86530,72230,K,1
65020,26550,32835,BX,2
65030,35780,35830,K,1
65030,35930,35980,K,1
65130,23130,25930,K,1
65130,40404,40404,K,2
65130,75130,82430,K,1
65320,8020,76950,BX,1
65320,26550,8020,BX,4
65320,68720,10920,BX,1
65730,33330,46330,K,1
65830,18630,34130,K,3
65830,54000,95030,K,1
66030,18630,34130,K,1
66130,19530,18630,K,1
66130,32600,54000,K,1
66130,54000,95030,K,1
66130,95030,19530,K,1
66230,19530,18630,K,1
66230,32600,54000,K,2
66230,34130,73650,K,1
66230,48030,59930,K,1
66230,54000,95030,K,1
66230,73650,48030,K,1
66230,95030,19530,K,3
66330,0,0,K,2
66330,19530,18630,K,2
66330,32600,54000,K,1
66330,34130,73650,K,1
66330,95030,19530,K,1
66420,8520,73440,BX,1
66430,19530,18630,K,2
66730,0,0,K,1
66730,19530,18630,K,1
66830,12550,63820,BX,2
66835,95030,19530,K,4
66920,59720,55720,BX,1
66930,12830,13430,K,1
67030,24830,30930,K,1
67030,40230,44430,K,2
67030,42730,49130,K,3
67030,80430,72730,K,1
67220,36060,70620,BX,1
67420,74210,74240,BX,1
67530,14080,14130,K,2
67530,14130,14180,K,2
67530,14630,14680,K,2
67530,29630,33530,K,1
67530,40230,44430,K,2
67530,44430,13980,K,1
67530,56440,14030,K,1
67530,69530,67047,K,1
67620,22240,9130,BX,1
67620,73420,35720,BX,1
67730,13830,29630,K,1
67730,13930,6880,K,1
67730,14130,89740,K,1
67730,14480,14530,K,1
67730,19630,13830,K,2
67730,29630,32930,K,1
67730,32930,13930,K,4
67730,39130,14030,K,1
67730,41730,13980,K,1
67730,69300,76830,K,1
67730,89740,14180,K,1
68020,25740,25770,BX,3
68020,26340,26370,BX,1
68020,26670,26700,BX,1
68330,93430,49630,K,1
68420,27150,27180,BX,3
68420,27180,27270,BX,1
68420,27270,27300,BX,1
68420,27300,29220,BX,2
68730,5580,5680,K,3
68730,6380,6480,K,2
68930,0,0,K,2
68930,5430,40930,K,1
68930,5680,24730,K,2
68930,18630,67030,K,3
68930,20110,77730,K,1
68930,29830,20110,K,2
68930,38430,74730,K,2
69020,26220,26340,BX,1
69130,94430,30530,K,1
69230,83330,23230,K,1
69320,26760,26790,BX,1
69330,5580,5680,K,1
69330,41930,18630,K,2
69330,75130,38430,K,1
69530,0,0,K,1
69820,60920,29320,BX,2
70030,58930,83430,K,1
70130,32600,93250,K,1
70130,93250,42730,K,1
70420,12550,26130,BX,1
70430,49630,48830,K,1
70430,93430,49630,K,3
70520,23800,45330,BX,2
70620,32320,32320,BX,2
70620,37640,74690,BX,1
70620,74810,76550,BX,2
70620,74870,60820,BX,1
70630,42730,13430,K,1
70630,73350,42730,K,1
70720,12550,27000,BX,1
70720,27090,27120,BX,2
70720,27150,27180,BX,1
70720,27180,27270,BX,1
70720,27300,29220,BX,2
70720,27660,27690,BX,1
70730,0,0,K,1
70930,23130,25930,K,1
70930,25930,73470,K,1
70930,50830,23130,K,1
70930,62030,60930,K,1
71420,11440,10005,BX,1
71750,48820,21320,BX,1
71820,12220,27750,BX,1
72230,41930,18630,K,1
72230,54070,12130,K,1
72230,64830,23330,K,1
72230,67030,64830,K,1
72230,75430,86630,K,2
72230,86630,73430,K,1
72250,37510,37530,K,1
72320,26820,26850,BX,1
72420,23420,48720,BX,1
72520,25980,26010,BX,1
72530,6730,84830,K,1
72530,87430,73150,K,1
72620,7720,16620,BX,1
72620,47520,57720,BX,1
72630,5080,5230,K,2
72630,6330,6430,K,1
72630,43130,5080,K,1
72720,26670,26700,BX,1
72720,26700,26730,BX,1
72720,26790,26820,BX,1
72720,26820,61920,BX,1
72720,27180,29220,BX,1
72720,30520,26760,BX,1
72720,38820,29520,BX,2
72720,52720,26970,BX,1
72720,61920,38820,BX,1
72730,23530,73110,K,2
72730,41930,18630,K,2
72730,73690,67030,K,6
72920,15220,10420,BX,1
73030,0,0,K,2
73030,35180,35230,K,3
73030,90680,90630,K,1
73050,18630,67030,K,1
73050,58730,85730,K,1
73050,67030,58730,K,2
73050,73190,70030,K,1
73050,85730,85330,K,1
73110,68930,31830,K,1
73110,80430,72730,K,1
73110,83430,59630,K,1
73120,26700,26730,BX,2
73150,72430,35080,K,1
73220,27530,29830,K,3
73220,48830,27530,K,3
73220,59920,49920,BX,1
73270,27730,86930,K,1
73270,32730,27730,K,1
73310,42730,32790,K,1
73330,10680,10730,K,1
73380,88030,94930,K,1
73430,24830,30930,K,2
73470,34330,56630,K,1
73470,44330,70930,K,1
73470,59630,51430,K,1
73470,65130,57230,K,1
73480,14180,14230,K,1
73480,40404,40404,K,1
73480,41730,73470,K,1
73480,93830,26630,K,3
73620,25540,74840,BX,1
73620,74780,76550,BX,1
73620,74870,60820,BX,1
73650,0,0,K,1
73650,78130,78230,K,1
73690,30930,62330,K,1
73690,56230,59030,K,1
73690,81430,80330,K,1
73720,7920,27030,BX,1
73720,26670,26700,BX,1
73720,27090,27120,BX,4
73720,27120,33120,BX,4
73720,27750,27780,BX,3
73850,14580,14630,K,1
74210,55220,67420,BX,2
74230,12130,86030,K,1
74230,37930,37980,K,1
74230,73480,38130,K,1
74330,53620,58720,BX,1
74330,58720,55220,BX,1
74400,12550,51820,BX,2
74400,48220,53620,BX,1
74400,59020,70220,BX,7
74450,14630,14680,K,2
74630,48830,27530,K,1
74660,36320,9020,BX,1
74720,23520,36320,BX,1
74730,68930,31830,K,1
74750,9020,70620,BX,1
74780,0,0,BX,1
74780,23520,36320,BX,1
74870,19620,73620,BX,1
74930,11140,44530,K,1
74930,14920,36020,BX,1
74960,14920,36020,BX,4
74960,36020,43920,BX,4
74960,43920,21220,BX,1
74990,68320,42320,BX,1
75020,0,0,BX,1
75122,23420,12550,BX,1
75130,56630,73380,K,1
75130,65130,38130,K,1
75130,73380,65130,K,1
75260,41820,65420,BX,1
75370,40404,40404,BX,1
75430,40230,32600,K,15
75430,40404,40404,K,1
75530,27530,29830,K,6
75530,77730,51030,K,1
75730,0,0,K,1
75760,53530,73120,K,1
75760,75730,60530,K,2
76030,7180,7030,K,1
76030,72430,84530,K,2
76130,92670,20230,K,1
76430,83730,19830,K,1
76450,26610,12550,BX,1
76460,14880,67047,K,1
76530,55830,44330,K,1
76550,44020,12550,BX,1
76750,44520,12550,BX,1
76850,36320,38420,BX,1
77030,6980,7080,K,1
77030,7080,7230,K,4
77030,10920,38190,K,1
77030,16380,16430,K,2
77130,9980,17380,K,1
77130,10330,10430,K,1
77130,10930,10980,K,1
77130,10980,63530,K,1
77130,11180,68230,K,1
77130,11380,11430,K,2
77130,11430,11480,K,1
77130,17380,57930,K,1
77130,73330,11330,K,1
77130,77136,10880,K,1
77150,40404,40404,BX,8
77530,63030,93230,K,1
77530,93230,31530,K,1
77730,42730,56530,K,1
77930,18630,94510,K,1
77930,36880,75430,K,1
77930,40930,18630,K,6
78050,40320,22920,BX,1
78230,0,0,K,1
78330,48030,10720,K,1
78430,18630,34130,K,1
78430,19530,18630,K,1
78530,18630,34130,K,1
78850,7720,16620,BX,1
78850,61220,53520,BX,1
78950,8320,23720,BX,1
79030,0,0,K,1
79330,47130,13450,K,1
79430,11750,5680,K,2
79430,47130,11750,K,2
79830,49130,13430,K,1
80030,31530,42730,K,1
80030,54130,47130,K,1
80230,43330,42730,K,2
80230,55030,13430,K,2
80330,23530,73110,K,1
80330,67030,64830,K,1
80330,86630,73430,K,2
80430,41930,18630,K,3
80430,50930,75130,K,1
80830,30530,25130,K,1
80830,80730,26230,K,1
80930,0,0,K,1
81030,54100,52130,K,1
81050,62030,60930,K,2
81230,54100,52130,K,1
81330,64330,5280,K,2
81430,5580,5680,K,1
81430,41930,18630,K,1
81430,73690,67030,K,1
81430,89730,26730,K,1
81530,73690,67030,K,1
81725,0,0,K,3
81830,7430,10530,K,1
81830,10730,7630,K,1
81830,10830,10880,K,1
81930,52130,94730,K,1
82230,51430,78030,K,1
82430,73380,65130,K,1
82930,45930,55730,K,1
83730,25930,73470,K,1
83730,26130,74730,K,1
83730,33630,39930,K,1
83730,60930,56930,K,1
83730,76430,70330,K,1
83930,54100,52130,K,3
84330,0,0,K,1
84630,86430,57030,K,1
85530,40404,40404,K,1
86030,0,0,K,2
86030,41730,40230,K,1
86430,57030,47430,K,1
86530,23330,54070,K,2
86530,64830,23330,K,2
86530,75430,86630,K,3
86630,41730,40230,K,3
86630,56230,26230,K,1
86630,62330,39430,K,1
86630,77930,85530,K,3
87330,63030,93230,K,1
88030,19830,34330,K,1
88030,81050,94630,K,1
88130,67030,58730,K,2
88610,0,0,K,1
88930,73330,5280,K,1
89030,54830,89230,K,1
89330,69230,63030,K,2
89530,49630,89525,K,1
89730,0,0,K,5
89730,42730,13430,K,4
89730,54130,45930,K,1
89730,54930,40930,K,2
89730,63030,93230,K,1
89730,69230,63030,K,1
89930,0,0,K,1
89930,24245,11800,K,2
89930,33360,58200,K,3
90130,45930,43330,K,1
90530,73030,54050,K,1
90580,14380,73030,K,1
90680,49950,14530,K,1
91080,14730,14780,K,1
91130,14730,14780,K,2
91180,47625,64230,K,1
91280,30630,60330,K,1
91330,64230,60330,K,1
91530,60330,83630,K,2
92530,32600,40930,K,1
93060,0,0,K,3
93130,38030,38080,K,1
93130,73480,38130,K,1
93230,67030,58730,K,2
93250,0,0,K,1
93250,21130,34230,K,2
93250,34230,44530,K,1
93250,52930,54650,K,2
93250,70130,52930,K,1
93430,26530,70430,K,1
93430,30230,68330,K,1
93530,46730,38630,K,1
93730,42700,6080,K,2
93830,38030,38080,K,1
94430,67047,35730,K,1
94730,47330,45930,K,1
94730,56330,43330,K,1
95030,0,0,K,2
95130,0,0,K,1
95130,21130,44530,K,3
