id,highedu,race,time,divorce
5517,0,0,2,1
5519,0,0,2,0
5600,0,0,2,0
5723,0,0,2,1
5780,0,0,2,1
5890,0,0,2,0
5940,0,1,2,0
5943,0,1,2,1
6014,0,1,2,0
6295,0,0,2,0
6345,0,1,2,1
6795,0,0,2,0
6816,0,0,2,1
6832,0,0,2,0
6975,0,0,2,1
7121,0,0,2,1
7384,1,0,2,0
7482,0,0,2,0
7911,0,0,2,0
7912,0,0,2,0
8114,0,0,2,1
8245,1,0,2,1
8340,0,0,2,0
8372,0,0,2,1
8396,1,0,2,0
8585,0,1,2,1
8598,0,1,2,0
8613,0,1,2,0
8629,0,1,2,0
8758,0,0,2,1
8885,1,0,2,1
9133,0,1,2,0
9171,0,0,2,1
9266,0,0,2,1
9542,0,0,2,1
9554,0,1,2,1
9590,0,0,2,1
9601,0,1,2,1
9790,0,1,2,0
9801,0,0,2,0
9824,0,1,2,0
9842,0,1,2,0
9885,0,0,2,0
10059,0,1,2,1
10334,0,1,2,0
10468,0,1,2,1
10521,1,1,2,1
10536,0,1,2,0
10565,0,1,2,0
10620,0,0,2,1
10687,0,1,2,1
10691,0,0,2,1
10813,0,1,2,1
11092,0,0,2,0
11244,0,1,2,1
11261,0,0,2,0
11559,0,0,2,1
11651,0,1,2,1
11686,0,0,2,1
11749,0,0,2,1
11843,0,0,2,0
11849,0,1,2,1
11859,0,0,2,1
11965,0,0,2,0
12164,1,1,2,0
12184,0,1,2,1
12364,0,1,2,1
12370,1,0,2,0
12683,0,0,2,1
12831,1,0,2,1
13021,0,0,2,0
13156,0,0,2,0
13162,0,0,2,0
13304,0,0,2,0
13401,0,0,2,0
13403,0,1,2,0
13437,0,1,2,0
13498,0,1,2,0
13646,0,0,2,1
13864,0,1,2,0
14263,0,0,2,1
14318,0,0,2,0
14455,0,0,2,0
14501,0,0,2,0
14507,0,0,2,0
14592,0,0,2,1
14707,0,0,2,0
14830,0,1,2,0
14833,0,1,2,0
14901,0,0,2,1
14922,0,1,2,1
15090,0,1,2,0
15113,0,1,2,0
15355,1,0,2,0
15482,0,0,2,0
15733,0,0,2,1
15827,0,1,2,0
15946,0,1,2,0
16140,0,0,2,1
16152,0,1,2,1
16428,0,1,2,1
16608,0,0,2,0
16741,0,1,2,1
16851,1,1,2,0
17090,0,0,2,1
17211,0,0,2,0
56,0,1,3,0
128,0,0,3,1
226,0,0,3,0
228,0,0,3,0
258,0,0,3,1
418,0,0,3,1
513,0,0,3,0
520,0,0,3,0
794,0,0,3,1
1053,0,0,3,0
1131,0,0,3,1
1137,0,0,3,0
1143,0,0,3,0
1329,0,0,3,0
1506,1,0,3,0
1883,1,0,3,0
2049,0,0,3,0
2136,0,0,3,1
2198,0,0,3,0
2260,0,0,3,0
2271,0,0,3,0
2398,1,0,3,1
2455,1,0,3,0
2462,0,0,3,1
2624,1,0,3,1
2762,0,0,3,0
2785,0,0,3,1
2795,0,0,3,0
2966,1,0,3,0
3085,0,0,3,0
3227,0,0,3,0
3305,0,0,3,0
3495,0,0,3,1
3556,1,0,3,1
3616,0,0,3,1
3621,0,0,3,0
4012,0,0,3,0
4323,1,0,3,1
4368,0,0,3,0
4735,0,0,3,0
4897,0,1,3,1
4934,0,1,3,0
5015,0,0,3,0
5221,0,0,3,1
5242,0,1,3,1
5262,0,0,3,1
5454,1,0,3,0
5497,0,0,3,0
5574,0,0,3,0
5704,0,0,3,1
5743,1,0,3,0
5896,0,0,3,1
5969,0,0,3,1
6084,0,0,3,1
6086,0,0,3,1
6186,0,0,3,0
6341,0,0,3,1
6417,0,0,3,1
6434,0,0,3,1
6507,0,0,3,1
6579,0,0,3,0
6589,0,0,3,0
6644,0,0,3,0
6734,0,0,3,0
6862,0,0,3,1
6873,0,0,3,0
6878,0,0,3,0
6907,0,0,3,1
6979,0,0,3,1
7001,0,0,3,1
7179,0,0,3,1
7217,0,0,3,0
7646,0,0,3,1
7684,0,0,3,1
7732,0,0,3,1
7803,0,1,3,1
7839,0,0,3,0
8283,0,1,3,0
8335,0,0,3,0
8427,0,0,3,1
8520,0,0,3,1
8569,0,1,3,1
8576,0,1,3,0
8813,0,1,3,1
8822,1,1,3,0
9163,0,1,3,1
9232,0,1,3,1
9284,1,0,3,1
9325,0,0,3,0
9483,0,0,3,1
9518,1,1,3,1
9670,0,0,3,1
9733,0,1,3,0
9752,0,1,3,0
10094,0,1,3,0
10134,0,1,3,0
10270,0,0,3,0
11127,0,1,3,0
11146,0,1,3,0
11376,0,0,3,0
11576,0,1,3,0
11782,0,0,3,1
12008,0,1,3,0
12277,0,1,3,1
12381,0,0,3,1
12505,0,1,3,0
12640,0,1,3,0
12748,0,1,3,0
12814,0,0,3,0
12997,0,0,3,1
13126,0,1,3,0
13211,0,0,3,1
13221,0,0,3,1
13425,0,0,3,1
13571,0,1,3,0
13724,0,0,3,1
14257,0,0,3,1
14323,0,1,3,0
14562,0,1,3,0
14636,0,1,3,0
14938,1,1,3,0
15079,0,0,3,1
15101,0,1,3,0
15645,0,1,3,0
15704,0,1,3,1
15771,0,0,3,0
15781,0,1,3,0
15967,0,0,3,0
16246,0,0,3,0
16287,0,1,3,1
16291,0,1,3,1
16667,0,1,3,1
16724,0,0,3,1
16900,0,1,3,1
17018,0,0,3,0
17024,0,0,3,1
77,1,0,4,0
165,0,0,4,1
183,0,0,4,1
333,0,0,4,1
445,0,0,4,1
528,0,0,4,0
716,1,0,4,1
769,0,0,4,1
771,0,0,4,1
780,0,0,4,1
872,0,0,4,1
1069,0,0,4,0
1155,1,0,4,0
1188,0,0,4,1
1555,0,0,4,1
1634,0,0,4,1
1657,0,0,4,1
1717,0,0,4,1
1795,0,0,4,1
1921,0,0,4,0
1964,0,0,4,1
2401,1,0,4,1
2556,0,0,4,0
2563,1,0,4,0
2610,0,1,4,0
2964,1,0,4,0
3112,0,0,4,0
3792,0,0,4,1
3834,0,0,4,1
3844,0,0,4,1
3994,0,0,4,1
4152,1,0,4,1
4353,0,0,4,0
4401,0,0,4,0
4404,0,0,4,0
4553,0,0,4,1
4699,0,0,4,0
4779,0,0,4,0
4792,1,0,4,1
4819,0,0,4,1
4837,0,0,4,1
4905,0,1,4,1
5008,0,0,4,1
5062,0,0,4,1
5189,1,0,4,0
5305,0,0,4,1
5551,0,0,4,0
5571,0,0,4,1
5784,0,0,4,1
5842,0,0,4,0
5893,0,0,4,0
5978,0,0,4,0
6238,0,0,4,0
6240,1,0,4,0
6460,0,0,4,1
6470,1,0,4,0
6743,0,0,4,1
6746,0,0,4,1
6852,0,0,4,1
6926,0,0,4,1
7137,0,1,4,0
7233,1,0,4,1
7370,1,0,4,0
7402,0,0,4,0
7526,0,0,4,0
8019,0,0,4,1
8083,0,0,4,0
8138,0,0,4,1
8266,0,0,4,1
8690,0,1,4,1
8730,0,1,4,0
8741,0,1,4,0
8780,0,0,4,1
8908,1,0,4,1
9065,0,0,4,0
9131,0,1,4,1
9146,0,1,4,0
9959,0,1,4,1
10045,0,0,4,1
10054,1,0,4,0
10117,0,0,4,1
10308,0,0,4,0
10361,0,0,4,1
10366,0,0,4,0
10400,0,0,4,0
10442,1,1,4,0
10463,0,1,4,1
10589,0,0,4,1
10862,0,1,4,0
11066,0,1,4,0
11227,0,1,4,0
11275,0,1,4,1
11407,0,1,4,1
11483,0,1,4,0
11493,0,0,4,1
11586,0,1,4,0
11996,0,0,4,1
12025,0,1,4,1
12101,0,0,4,1
12168,0,1,4,1
12538,0,1,4,0
12560,0,0,4,0
12567,0,0,4,0
12575,0,0,4,0
12585,0,1,4,0
12761,0,0,4,0
13010,1,0,4,0
13045,0,0,4,0
13158,0,0,4,0
13636,0,1,4,1
13754,0,1,4,0
14069,0,1,4,1
14087,0,1,4,0
14254,0,1,4,0
14394,0,1,4,1
14420,0,1,4,1
14490,0,0,4,0
14516,0,1,4,1
14570,0,0,4,1
14594,0,1,4,1
14711,0,1,4,1
14790,0,0,4,0
15018,0,1,4,0
15027,0,0,4,0
15495,0,0,4,0
15758,0,1,4,1
15964,0,0,4,0
16403,0,1,4,1
16406,0,1,4,1
16436,0,1,4,0
16472,0,1,4,0
16592,0,0,4,0
16598,0,1,4,0
16652,0,1,4,1
16780,0,1,4,1
17148,0,1,4,0
17226,0,1,4,1
17264,0,0,4,0
17290,0,1,4,0
66,0,0,5,1
129,0,0,5,1
160,0,0,5,0
162,0,0,5,0
377,0,0,5,1
475,0,0,5,1
530,0,0,5,0
713,0,0,5,1
887,1,0,5,0
1412,1,0,5,0
1486,0,0,5,1
1603,0,0,5,0
1661,1,0,5,0
1690,0,0,5,0
1704,0,0,5,1
1861,1,0,5,0
1969,0,0,5,1
2001,0,0,5,1
2139,0,0,5,1
2190,0,0,5,0
2192,0,0,5,1
2415,0,0,5,0
2508,1,0,5,0
2616,0,0,5,1
2676,0,0,5,1
2716,0,1,5,1
2727,0,0,5,0
2747,0,0,5,1
2827,0,0,5,1
2937,0,0,5,0
2938,0,0,5,0
3151,0,0,5,0
3482,0,0,5,0
3511,0,1,5,0
3597,0,0,5,1
3668,0,0,5,1
3877,0,1,5,0
3913,0,1,5,0
4119,0,0,5,0
4199,0,0,5,0
4207,0,0,5,1
4321,0,0,5,0
4545,0,0,5,1
4759,0,0,5,1
4766,1,0,5,1
4783,0,0,5,0
5127,0,0,5,1
5233,1,0,5,0
5245,1,0,5,1
5276,0,0,5,0
5319,0,0,5,1
5480,0,0,5,1
6089,0,0,5,0
6280,0,0,5,1
6323,0,0,5,1
6426,1,0,5,0
6509,0,0,5,1
6557,0,0,5,0
6673,0,0,5,0
6719,0,0,5,1
6807,0,0,5,1
7094,0,0,5,0
7161,0,0,5,0
7210,1,0,5,1
7289,0,0,5,1
7331,0,0,5,1
7497,0,0,5,0
7688,0,0,5,1
8278,0,0,5,1
8294,0,0,5,0
8307,1,0,5,0
8535,0,0,5,0
8815,0,1,5,1
8816,1,1,5,1
8851,0,0,5,0
9088,0,0,5,1
9096,0,0,5,1
9281,0,0,5,1
9299,0,0,5,0
9759,0,1,5,0
10026,0,1,5,0
10105,0,0,5,1
10113,0,0,5,1
10242,0,0,5,1
10347,0,0,5,0
10488,0,1,5,0
10496,1,0,5,1
10499,0,0,5,1
10762,0,1,5,1
10768,0,0,5,1
10958,0,0,5,0
10998,0,0,5,1
11386,0,0,5,1
11393,0,0,5,0
11428,0,1,5,1
11514,0,1,5,1
11794,0,1,5,0
11817,0,0,5,0
12224,0,0,5,1
12429,1,0,5,1
12457,0,0,5,0
12507,0,0,5,1
12823,0,0,5,1
13310,1,1,5,1
13360,1,1,5,1
13502,0,1,5,0
13655,0,1,5,1
13908,0,1,5,0
13977,0,0,5,0
14026,0,0,5,1
14234,0,1,5,0
14274,0,0,5,1
14280,0,1,5,0
14377,0,0,5,1
14381,0,1,5,0
14444,0,0,5,1
14670,0,0,5,0
15007,0,1,5,1
15107,0,1,5,1
15347,1,0,5,0
15376,0,0,5,0
15502,0,0,5,1
15620,0,1,5,0
15717,0,0,5,1
15721,0,0,5,0
16024,0,1,5,1
16062,0,0,5,1
16104,0,1,5,1
16296,0,0,5,1
16300,0,1,5,1
16314,0,0,5,0
16318,0,0,5,1
16349,0,1,5,0
16445,0,0,5,1
16735,0,1,5,1
405,1,0,6,0
470,0,0,6,0
561,0,0,6,1
718,0,0,6,1
942,0,0,6,1
1291,0,0,6,1
1367,0,0,6,1
1500,0,0,6,0
1624,0,0,6,0
1668,0,0,6,1
1887,0,0,6,0
1948,0,0,6,1
1955,0,0,6,1
1987,0,0,6,1
2211,0,0,6,1
2321,0,0,6,1
2389,0,0,6,0
2453,0,0,6,1
2604,0,1,6,0
2668,0,0,6,1
2702,1,0,6,0
2967,1,0,6,0
2999,0,0,6,0
3067,0,1,6,1
3084,0,0,6,0
3261,0,0,6,1
3441,0,0,6,1
3470,1,0,6,1
3517,0,0,6,0
3662,0,0,6,0
3850,0,0,6,1
3910,0,1,6,0
4107,0,0,6,0
4216,0,0,6,0
4219,0,0,6,0
4222,0,0,6,0
4274,0,1,6,0
4276,0,1,6,0
4360,0,0,6,1
4516,0,0,6,1
4518,0,0,6,1
4653,0,0,6,1
4691,0,0,6,0
5166,0,0,6,1
5168,0,0,6,0
5349,0,0,6,1
5387,0,0,6,0
5567,0,0,6,0
5596,0,0,6,1
5679,0,0,6,0
5732,0,0,6,1
5735,0,0,6,1
5741,0,0,6,1
5762,1,0,6,1
5931,0,0,6,0
6042,0,0,6,1
6197,1,0,6,0
6202,1,0,6,0
6400,0,0,6,0
6407,1,0,6,1
6545,0,0,6,0
6624,0,0,6,0
6654,0,0,6,1
6839,0,0,6,1
7742,1,0,6,1
7745,0,0,6,1
7828,0,0,6,1
7846,0,0,6,1
7863,0,0,6,1
7949,1,0,6,1
7952,0,0,6,1
8172,0,0,6,1
8270,0,1,6,0
8275,0,0,6,0
8358,1,0,6,0
8474,0,1,6,1
8487,0,0,6,1
8640,0,1,6,1
8993,0,0,6,1
8997,0,1,6,0
8998,0,0,6,1
9118,0,0,6,1
9199,0,0,6,0
9339,0,0,6,1
9346,0,0,6,1
9349,0,0,6,1
9512,0,1,6,1
9777,0,0,6,0
9909,0,1,6,0
10206,0,0,6,0
10265,0,0,6,0
10411,0,0,6,1
10503,0,1,6,0
10680,0,1,6,0
10699,0,0,6,1
11402,0,1,6,0
11471,0,0,6,0
11492,0,0,6,0
11558,0,0,6,0
12218,0,1,6,1
12250,0,1,6,1
12319,0,1,6,0
12393,0,0,6,1
12396,1,0,6,1
12464,0,0,6,0
12474,0,0,6,0
12476,0,1,6,0
12671,0,0,6,0
13231,0,1,6,0
13398,0,0,6,1
13580,0,1,6,0
13595,0,1,6,0
14248,0,1,6,1
14291,0,1,6,1
14368,1,1,6,1
14397,0,1,6,0
14500,0,0,6,0
14579,0,0,6,1
14643,1,0,6,1
14658,0,0,6,0
14851,1,1,6,0
14916,0,1,6,1
15193,0,0,6,1
15243,0,1,6,0
15508,0,0,6,1
15544,0,0,6,0
15563,0,0,6,0
15761,0,0,6,1
15765,0,0,6,0
15911,1,0,6,0
15975,0,1,6,0
16071,1,1,6,1
16171,0,0,6,1
16217,0,0,6,0
16218,0,1,6,0
16271,0,0,6,1
16330,0,1,6,0
16336,0,1,6,0
16347,0,1,6,1
16478,0,1,6,0
16517,0,1,6,0
16569,0,1,6,0
16576,0,1,6,1
16611,0,1,6,1
16658,0,1,6,0
16699,0,1,6,1
17001,0,0,6,1
17009,0,0,6,1
17157,0,0,6,1
17231,0,1,6,1
17249,0,0,6,0
63,0,1,7,0
139,0,0,7,1
293,0,0,7,1
295,0,0,7,0
341,0,0,7,1
576,0,1,7,0
579,0,1,7,0
613,0,1,7,1
616,0,1,7,1
740,0,0,7,0
751,1,0,7,0
904,0,0,7,0
1010,1,0,7,1
1133,0,0,7,1
1475,0,0,7,0
1491,0,0,7,1
1519,1,0,7,0
1520,1,0,7,0
1693,1,0,7,1
1778,0,0,7,0
2042,0,0,7,1
2081,1,0,7,1
2322,0,0,7,1
2647,0,0,7,0
2703,0,0,7,1
2854,0,0,7,0
2976,1,0,7,0
2996,0,0,7,1
3074,0,1,7,0
3103,0,0,7,0
3164,0,0,7,0
3258,1,0,7,0
3471,1,0,7,0
3522,1,0,7,0
3540,0,0,7,1
3548,0,0,7,0
3638,0,0,7,1
3923,1,0,7,0
3924,1,0,7,0
3927,0,0,7,0
4064,0,0,7,0
4268,0,1,7,0
4377,0,0,7,0
4387,1,0,7,0
4390,1,0,7,0
4622,0,0,7,1
4863,0,0,7,0
4973,0,1,7,1
5001,0,0,7,1
5081,0,0,7,1
5317,1,0,7,0
5693,0,0,7,1
5817,0,0,7,0
5847,0,0,7,0
6353,0,0,7,0
6567,0,0,7,0
6572,0,0,7,1
6694,0,0,7,0
6866,0,0,7,0
6897,1,0,7,0
6955,0,0,7,0
7021,0,0,7,0
7101,0,0,7,1
7801,0,1,7,1
7806,0,0,7,1
7992,1,0,7,1
8050,0,0,7,1
8198,0,0,7,0
8298,0,0,7,1
8311,1,1,7,0
8348,0,1,7,0
8466,1,1,7,0
8498,0,0,7,0
8594,0,1,7,0
8827,0,0,7,0
8856,1,0,7,1
8932,0,0,7,1
9263,0,0,7,1
9529,1,0,7,0
9577,0,1,7,0
10196,1,0,7,1
10483,0,1,7,0
11469,0,0,7,1
11495,0,1,7,0
11696,0,0,7,1
11719,0,1,7,1
11768,0,0,7,0
11821,0,1,7,0
11835,1,0,7,1
11886,0,0,7,1
12150,0,0,7,1
12440,0,0,7,1
12799,0,1,7,0
12838,0,0,7,1
12850,0,1,7,0
12856,0,1,7,1
12987,0,1,7,1
13007,0,0,7,0
13950,0,1,7,0
13953,0,1,7,0
14051,0,1,7,0
14061,0,1,7,0
14265,0,1,7,0
14413,0,0,7,1
14430,0,1,7,0
14448,1,0,7,1
14474,0,0,7,0
14484,0,0,7,0
14553,0,0,7,1
14564,0,1,7,1
14690,0,1,7,0
14876,0,0,7,0
14878,0,0,7,0
14957,0,1,7,1
14958,0,1,7,1
14992,0,0,7,0
15183,0,1,7,0
15186,0,0,7,0
15403,0,0,7,0
15445,0,0,7,0
15813,0,1,7,0
15889,0,0,7,1
16075,0,0,7,0
16323,0,1,7,0
16466,0,1,7,0
16485,0,1,7,0
16706,1,1,7,0
17173,0,1,7,0
17294,0,1,7,0
166,0,0,8,0
350,1,0,8,0
351,1,0,8,0
508,0,0,8,1
512,0,0,8,0
686,0,0,8,1
937,0,0,8,0
1084,0,0,8,1
1169,1,0,8,1
1362,0,0,8,1
1386,1,0,8,0
1736,0,0,8,0
1902,0,0,8,1
2279,0,0,8,0
2328,0,1,8,1
2367,1,0,8,0
2440,1,0,8,0
2752,0,0,8,1
2779,0,0,8,1
2801,0,0,8,0
2907,1,0,8,0
3102,0,0,8,0
3144,0,0,8,1
3397,0,0,8,0
3592,0,0,8,1
3714,0,0,8,1
3816,0,0,8,0
4021,0,0,8,1
4358,1,0,8,0
4442,1,0,8,0
4611,0,0,8,1
5024,0,0,8,1
5051,0,0,8,0
5337,1,0,8,0
5424,1,0,8,1
5432,1,0,8,0
5605,0,0,8,1
5648,1,0,8,0
5794,0,0,8,0
5797,0,0,8,0
5953,0,0,8,1
6056,1,0,8,0
6065,0,0,8,1
6316,0,0,8,0
6367,0,0,8,0
6655,0,0,8,0
6688,0,0,8,1
6825,0,0,8,0
7239,0,0,8,0
7360,0,0,8,1
7608,1,0,8,0
7627,1,0,8,0
7703,0,0,8,0
8058,0,0,8,0
8075,1,0,8,1
8247,0,0,8,1
8517,0,1,8,1
8726,0,1,8,0
8805,0,0,8,1
8846,0,0,8,1
8924,0,1,8,0
9418,0,1,8,0
9565,0,1,8,1
9676,0,0,8,1
10031,0,0,8,0
10271,0,0,8,0
10328,0,1,8,0
10816,0,1,8,1
10838,0,0,8,0
10899,0,0,8,1
10911,0,1,8,0
11395,0,0,8,1
11648,0,0,8,0
11838,0,0,8,1
11932,0,1,8,1
12119,0,0,8,1
12120,0,0,8,1
12410,1,0,8,0
12580,0,0,8,1
12943,0,0,8,1
12999,0,1,8,1
13073,0,0,8,1
13141,0,1,8,0
13312,1,0,8,0
13382,0,0,8,0
13388,0,0,8,0
13468,0,1,8,1
13596,0,1,8,1
13937,0,0,8,0
14083,0,1,8,0
14289,0,1,8,0
14308,0,0,8,1
14350,0,1,8,0
14551,0,1,8,0
14622,0,0,8,0
14665,1,1,8,0
14825,0,1,8,0
14835,0,1,8,0
14857,0,0,8,1
14860,0,0,8,1
15137,0,0,8,0
15801,0,0,8,1
15901,0,0,8,1
16341,0,1,8,1
16342,1,1,8,1
16397,0,1,8,1
16746,0,1,8,1
16887,0,0,8,0
17033,0,1,8,0
17272,1,1,8,1
370,0,0,9,0
676,1,0,9,1
693,0,0,9,1
734,0,0,9,0
936,0,1,9,1
1099,0,0,9,0
1166,1,0,9,1
1366,0,0,9,1
1509,0,0,9,0
1720,1,0,9,1
1852,0,0,9,1
2005,0,0,9,0
2375,1,1,9,0
2662,0,0,9,0
2701,0,0,9,0
3038,1,0,9,0
3154,1,0,9,0
3280,0,0,9,0
3329,0,0,9,0
3558,1,0,9,0
3744,0,0,9,1
3754,0,0,9,1
3827,0,0,9,0
4045,0,0,9,1
4293,0,0,9,0
4316,1,0,9,0
4341,0,0,9,0
4492,0,0,9,1
4504,0,0,9,1
4662,0,0,9,0
4762,0,0,9,1
4812,1,0,9,0
4818,1,0,9,0
4847,0,0,9,1
4880,0,1,9,0
5050,0,0,9,1
5210,1,0,9,1
5889,0,0,9,1
5903,0,0,9,0
5906,0,0,9,0
5922,0,0,9,0
5936,0,0,9,0
6199,0,0,9,0
6279,1,0,9,0
6297,0,0,9,1
6312,0,0,9,0
6848,0,0,9,1
7007,0,0,9,1
7013,0,0,9,1
7052,0,0,9,0
7055,0,0,9,0
7119,0,0,9,1
7219,0,0,9,0
7303,0,0,9,0
7310,1,0,9,1
7647,0,0,9,0
7721,1,0,9,1
7725,1,0,9,1
7768,0,0,9,0
7892,0,1,9,0
7915,0,0,9,1
7974,0,0,9,0
8133,0,0,9,1
8183,0,0,9,0
8255,0,1,9,0
8719,0,1,9,0
8930,0,1,9,0
9007,0,0,9,1
9792,1,0,9,1
10573,0,0,9,0
10754,0,0,9,1
11153,0,0,9,1
11739,0,1,9,1
11771,0,0,9,0
11820,0,1,9,0
11907,0,0,9,0
11937,0,1,9,1
12045,0,1,9,0
12092,0,0,9,0
12220,0,1,9,0
12352,1,0,9,0
12425,0,0,9,0
12467,0,0,9,1
12633,0,0,9,0
12649,0,0,9,0
12667,0,0,9,1
12691,0,0,9,1
12695,0,1,9,1
12965,1,1,9,0
13071,0,0,9,0
13178,0,1,9,0
13227,0,0,9,1
13229,0,0,9,1
13385,0,0,9,1
13391,0,0,9,1
13491,0,1,9,0
14012,0,0,9,0
14067,0,0,9,0
14117,0,1,9,0
14214,0,0,9,1
14246,0,1,9,0
14304,0,0,9,1
14590,0,0,9,0
15038,0,0,9,0
15057,0,0,9,1
15410,0,1,9,0
15442,0,0,9,1
15468,0,1,9,0
15666,0,0,9,0
15710,0,0,9,1
15837,0,1,9,1
15897,0,1,9,0
15927,0,1,9,0
16020,0,1,9,0
16134,0,0,9,0
16141,0,0,9,0
16208,0,1,9,1
16454,0,0,9,0
16509,0,1,9,0
16689,0,0,9,1
16830,0,1,9,1
9,0,0,10,0
479,1,0,10,1
684,1,0,10,1
840,1,0,10,0
1008,0,0,10,1
1127,0,0,10,1
1145,0,0,10,1
1160,0,0,10,0
1161,0,0,10,0
1186,0,0,10,1
1236,0,0,10,1
1297,0,1,10,1
1425,0,0,10,0
1596,1,0,10,1
1754,0,0,10,0
1853,0,0,10,0
1867,0,0,10,0
1870,0,0,10,1
2256,0,0,10,1
2656,0,0,10,1
2910,0,0,10,1
2941,0,0,10,1
2968,1,0,10,0
3741,0,0,10,1
3905,0,0,10,1
3995,0,0,10,0
4072,0,0,10,1
4074,0,0,10,1
4175,1,0,10,0
4481,0,0,10,0
4554,0,0,10,1
4753,0,0,10,1
4907,0,0,10,0
5182,0,0,10,1
5415,0,0,10,0
5417,1,0,10,0
5523,0,0,10,0
5752,0,0,10,0
5773,0,0,10,1
5830,0,0,10,0
5975,1,0,10,0
6092,0,0,10,0
6635,0,0,10,1
6857,0,0,10,0
6901,0,0,10,1
7037,0,0,10,1
7394,0,0,10,1
7407,0,0,10,1
8210,0,1,10,1
8302,1,0,10,0
8314,0,1,10,1
8532,0,0,10,0
8563,0,1,10,1
8605,0,0,10,0
9353,0,0,10,1
9464,0,0,10,0
10082,0,1,10,1
10656,0,0,10,1
10811,0,1,10,0
10981,0,1,10,0
10988,0,0,10,1
11108,0,0,10,0
11115,0,1,10,0
11181,1,0,10,0
11334,0,1,10,0
12086,0,1,10,0
12112,0,1,10,0
12674,0,0,10,1
12688,0,0,10,1
12773,1,1,10,0
12837,0,1,10,0
12891,0,1,10,1
12893,0,0,10,1
12896,0,0,10,1
12948,0,1,10,0
13069,0,0,10,0
13109,0,1,10,0
13286,1,0,10,0
13895,0,0,10,0
14844,0,1,10,0
15471,1,0,10,1
15492,0,1,10,1
15529,0,0,10,0
15929,0,0,10,1
16166,1,0,10,1
16559,0,1,10,0
16562,0,0,10,0
16613,0,1,10,1
16631,0,1,10,0
17063,0,0,10,0
17069,0,1,10,1
17131,0,1,10,1
398,0,0,11,0
