lambda,t
0.7377172227730913,0.7618806059652004
0.010485148551946415,12.564621585696397
0.5020806501946707,1.1072161164669272
0.6907606502366748,1.1934291894565447
0.34508282716755717,0.812328654641123
0.12731494559217718,0.8789509294471701
0.11036252958747426,5.798083675641844
0.7146650525025589,0.8003869264857485
0.09262943517690353,3.044697466186491
0.046243980801312465,2.470625528028427
0.5781627867944226,2.9074489472575284
1.5330059812635177,0.7381737308438945
0.0019780406543058477,19.175123351745185
0.3589169665541645,2.4373935423626323
0.8373108852840387,0.1196394371274522
0.47405335084427136,1.6624971345272381
0.6396271996380554,0.7746907040901484
0.17256807782513264,2.466488835231262
1.2491426075923078,1.1818660620687405
0.6268893630472046,0.95319686084519
0.3910376891144705,0.6605053926982449
0.07667469490715642,2.909043469152792
0.23367618152121938,1.3091464906933146
0.5606339218992941,0.7005589095176509
0.2915486953577567,1.7921384875151896
0.2845929621441384,0.9197836306865422
0.4808624261726779,1.1724700473431495
0.3598875309058914,1.2772711852807659
0.5254787871982404,0.929309684311
0.45944574721923387,0.9908952986683477
0.8179504875572784,0.5426504446860784
0.36870332194953015,1.1158192650878316
1.1965223722745952,0.3741331298634878
0.1922698564028435,2.534491819901246
0.04740779316692039,6.059174857999127
0.1788377626310855,1.3725241547276394
0.06051033913297319,4.49392653820081
0.8821149339813948,1.805447577379769
0.02401579366016424,2.463660908819525
0.4921337763461987,1.1724675091105852
0.396578966896018,1.643829277893908
0.8554225587826901,0.9294857610020686
0.11091442026190965,1.1223968847898615
0.9719321801564942,0.7286775742325345
0.21666433799717744,1.566534288163177
0.70253005380232,0.8956455198942453
0.17546126533327744,0.8500838398635169
1.0768088238793436,0.5263858437076053
0.19690042874844538,1.7983980851793244
0.09017129674856905,4.8376732117236365
0.2492256215548979,2.4609624766344647
0.04906026858814954,5.691926998524328
0.860479957331543,0.07173439020474867
0.08193758299870561,4.8571201458590805
0.2423470630209146,0.9507765031668487
1.4435350174429227,1.3270781182915268
2.1960576735863127,0.23666593677457073
0.30468300905371704,0.5875769862830463
0.874703114099268,0.7828485135801209
0.14475796594366094,3.4994343814834945
0.4548706732870395,1.536531601664327
1.1656556866469665,1.2550559040911495
0.38238383861806846,0.9633396908752173
0.4460446845799933,0.8787023898623173
0.020037057555784693,3.517868896966001
0.22094663377077584,3.0567334760509555
0.04148057158443682,10.86545329745672
0.1822527027418819,0.8557099554019779
0.2007758716458618,1.903094103068816
0.7432348298862347,0.769518047369008
0.02038975223751477,8.812141292358225
0.28061419987528363,2.789914547058741
0.18911484499197134,3.2415464530627034
0.5059758083020057,1.9376001987433467
0.21258943948732206,1.6316330707778937
0.02202681166291112,8.046964046681081
1.0597784534520112,0.24206034775494875
0.7203553945367439,0.6276412298051736
1.052263350825344,0.9275937069210246
0.27022089562181517,1.0752756771605567
0.46516638623010154,2.4575114109341447
0.36022489119897505,1.62427865305396
0.4554484622747184,2.458562681988468
0.15205186042168825,4.383720394645874
0.17896022315652418,2.2652504221475276
0.012863962471328908,14.62935146228733
0.18052981464081516,1.8070164739399406
0.1385859989135007,0.5449392502977586
0.4077457638448508,0.3700917476119421
0.416787745325774,1.0085993723287627
0.322304473980399,0.8308608574034357
0.1732194530406106,3.595965787134876
0.03320403286098242,2.0404643666265145
1.9273288035609308,0.6141180843548874
0.20753644037622967,4.575404315460682
0.3416465765604697,3.740880009912883
1.8878885298282215,0.301582888149045
0.2906006405202266,1.3577290427877573
0.19156285459844113,2.4607205703668282
0.36677315920186493,1.0965550238171697
0.431536655388552,1.574368043287966
0.9618474982490572,0.44231140741910874
0.03526342024621246,4.337578249131641
0.31230596080819917,0.9709962465882749
0.7615134212985948,1.5996857166729102
0.6339940607477333,0.30683048984503275
0.44097119924106604,1.6441110382885211
0.01889995636608787,8.701633496812589
0.21589662953017186,0.8090140272798565
0.4141292640340521,0.6390072181730655
0.17814456092065606,3.090634323890522
0.35906242399268107,2.5093260222475746
0.5596120172918688,2.678459012980172
0.08669700314062462,3.9617881609678807
0.02589811576382628,7.556003642229203
0.2061058227478892,1.1700916684164262
0.05718032155266219,5.6826028980034025
0.09855689738573314,0.43439470835450394
1.0850206396662794,0.3775538598966149
0.22735260157177103,1.4076130999978669
0.12344242259401939,2.005728769423919
0.69816461161444,0.9038610186820462
0.05651693164604108,5.7763046502140485
0.6824685122418137,1.3483042165008097
0.31723662387674645,1.3735805965005505
0.45596969545125404,1.7091572822645846
0.07986153389107727,1.2175197923752223
0.1016917995311803,1.767942838817435
0.5179203416495795,1.5623332116563686
0.02492506615690461,10.426754887831047
0.14291689598932233,2.4672042213973424
0.3908892248639251,0.8467657142276684
0.12859152819432812,2.9945550131651437
0.24015753284778396,3.1986509273502346
1.2770176810589624,0.5336544638889029
1.297518413561305,0.7051671145585977
0.4182200881476326,0.5982199242620152
0.3812174245215622,2.2001931664063377
0.007485770467472657,10.589955011256901
1.9060721703939245,0.13038997193591872
0.4255194794944385,0.7087811894577704
0.7845247970327751,1.8926347699451456
0.4122631429673339,1.5960187812359374
1.049150092919098,0.17124637320927777
0.4387704356073954,2.257374666153127
0.6169580421681662,0.1489205087802326
0.08039753243062338,0.3909139472329363
0.27970230171512944,0.12161716249672903
0.5919054906146882,0.27047091034089504
0.05525339224128249,2.972528008475234
0.28955690552790453,1.1394906718680933
0.09088214467087433,2.1103429533025992
0.35360137876508557,1.2957961223905194
0.8547282058742353,2.1779640348250946
0.047213988628166975,6.173097513898577
0.8048908625007971,1.440759403546324
0.4163498794781109,1.6969720982908043
0.4450042181894973,1.2240822952165238
0.11038609337166906,2.7370880579503702
0.28645536102751684,0.35420144710801305
0.17542011538801117,1.2442735826277547
0.01914056883597217,2.6907858804621583
0.015582738918972768,8.638334704016604
0.3017492257391807,0.8959851566691013
0.6829794221331068,1.5989005648905392
0.40742628130061903,0.8144742761176273
0.24315887148905824,3.210996220479568
0.09200516951170733,6.68912998530527
0.9108866684725052,0.8628774781697591
0.4569615153728695,2.139837553654742
0.7632722933063588,0.5402993119018094
0.9436151312175691,0.3097776729101419
0.4621148005624603,1.6810415977364537
0.7594801893796198,0.38604518191348086
0.47821387119347536,1.873372330027907
0.010696192643819461,11.769841990843387
0.6940772660578242,0.29357569142351037
0.09681794150291237,1.2511892855789937
0.3067192239285573,1.8176330935783043
0.35987157712222456,1.150901190496291
0.3308444996860521,1.0049440612459415
0.9301876883353433,0.695682191585868
0.09607316802673131,1.8658242134134868
0.007371510661229123,17.13786222750173
0.9444571115839259,1.72220687221624
0.6787068794494442,1.3758680545072315
0.3050445444680474,1.552325815761812
0.2696969244462584,2.223319892790482
0.06206189783456344,5.692238597147326
0.20675806513469874,0.5952180092665433
0.049721827837691586,1.6320852037491733
0.6290928497952032,0.4304601071168215
0.0401092889609219,2.557600091779741
0.11530458640338649,4.227764566453331
0.42639539616977457,1.8954799532926105
0.17395073979205716,1.3387686734579876
0.5331597921829618,1.6246232091977295
0.8137203669217191,2.0077279746658117
0.21632579433039037,2.4638393967619034
0.049049239067895406,4.241496468380665
0.8391691896420426,1.166328569375371
0.7682487639657272,0.4166759015480294
0.2499585958513109,3.7087036739735884
0.9993150495865372,0.29745283925562777
0.24227913246794877,1.225519902189223
0.14873348587945348,2.448870839682695
0.8842224486857206,1.0361665142320307
0.666628431663205,0.5905646133117045
0.3542328644071994,0.489056920684436
0.5168712136168916,1.4290482233977675
0.11988205879929076,1.6092772603331276
1.1302848591946528,1.087235343552327
1.6899075822848164,0.656692253464879
0.19063135341546483,1.0923130775095804
1.0032911850349953,1.4960912498533172
0.18573746771130661,2.0880306851741133
0.012794278948570995,13.438128288090976
0.02522322535872369,6.091766488793665
0.1020547015317195,3.523595864940403
0.03576590751971805,2.8699796242107
0.14884965453060361,2.863960149321957
1.2242780926841084,0.5307203348912691
0.3061058314486291,1.46046026674035
0.0697527665761737,0.2747944626206984
0.8300805936046901,0.731075612788013
0.25831273895937157,0.41976109698277464
0.01236803732128801,4.491289226052745
0.9718649130410649,0.7712596426226419
0.16030571671549004,0.9719740200323522
0.6173981079146561,2.255399173638773
0.21985155520686536,1.1961541192422094
0.7906902684492721,0.5239881673107988
0.9309371099983832,1.603793127815071
0.3862548700283057,1.7835545388237024
0.4094533025509367,2.220006525090989
0.06534484928213445,1.8763686900637384
0.23711982914007448,1.0690176545707313
0.2799618306496941,2.765730432637946
0.357909780040626,4.00405417288326
1.1117140191701296,1.7065263501970587
0.17848793145801983,1.9752754132359536
0.2524564681675935,1.3908667799069594
0.7881786619783202,0.8110546267431797
0.2657489803253595,2.3067015627572105
0.10220233179844462,1.6153577737296112
0.9170641925834861,1.280853212992328
0.4211385424520237,1.5588194216702713
0.03096440765245365,4.4354227060743
2.2511702739795045,0.21779394438189928
0.1298923138778587,2.2079567960512643
0.47686873659738144,2.3738187706140947
0.22945405111911227,3.415194505052171
0.8117074088133176,1.0511336178949555
0.49384215124091513,1.9243300362426006
0.8607897846242631,0.6539159478052423
0.17001648139909542,2.1364001465490445
0.16065054346571633,2.3787688667227314
0.4594619617567889,0.23367313931243539
1.394474489875849,0.3808999117349477
0.6142972381746132,0.4297518747138137
0.15285728584531794,4.19829752595281
0.0652456783186056,0.7785908462382404
0.3069131936464494,3.5191679168666647
1.8407037076608266,0.3858527801769913
0.5706154080632966,0.4745563575572719
0.10737303719211966,2.3238665464935666
0.0239333895700512,7.979277805357385
1.5250302081205682,0.6118797153608029
0.9782546148314395,1.447024772673099
0.8798490144304695,0.6040807343562835
1.6607384484015546,0.6217136234106486
0.45681769155842455,1.81895103525361
1.3362148736889337,1.1910852312670341
0.07936237078732251,2.7802147421527597
0.06049676556759957,4.203881174455809
0.2326305680714047,2.5188006512930676
0.7274153682033447,1.1676709396557854
0.19367167535967236,1.0880903378661047
0.5081039908221049,1.9230904741459984
0.004631939600800565,19.831077029850842
0.39204499792222064,1.1611996794285082
0.20605958383437253,2.296856049271024
1.1415104080775758,0.6987201616911277
1.4126323364130478,0.7825966035688166
0.24235307104124917,1.7388087722503773
0.2521880602488656,0.7561752851538137
1.1378739509229048,1.5773749891868287
0.030311693962704285,2.903342351043452
0.2599157681228619,2.8740663501908794
0.06973192926605569,1.9974352583227437
0.04549294642091181,2.4459035474537334
0.7661557734059918,1.237872505270502
0.1816148722818841,3.358675524750524
0.4386021683841139,0.6716415974990593
1.0537813440398296,0.7545528873773487
1.0634429604889193,0.4405566999602823
0.45933954993494036,2.9887592171584876
0.5181396162589238,1.1393723714483075
0.029147401733824938,7.780279652837788
0.17654362013688574,1.6563360067474155
0.5884619850280135,0.3045741925726492
0.10476177112045439,1.8124260899945546
0.8122949042110826,1.8709898878685387
0.3615596964742592,0.19665639452239966
0.7079358248163189,1.2506903802041962
0.09787896006389972,6.197675445836267
0.043116907663892964,3.3891583573602335
0.3289594920321524,1.0703973695263487
0.37629349908933535,0.8691785976230616
0.595871072038888,0.9177680436903713
0.11455667635500459,1.2182303139528445
0.5564149355365445,0.8333789244940311
0.7881692107003891,0.9470072233911092
0.021316928161395587,5.4962236695319495
1.6532733331032026,0.7464854745024371
1.8523564149967058,0.9631072810229444
0.3999885923846052,0.9606947067146683
0.033554635292279346,9.819760758089656
0.21174080997365163,0.9276472109554916
0.010320773639445386,15.419317111120073
0.8068530284679507,0.9219559577609479
0.1165509217954555,1.9978256613898313
0.07730602448217244,2.446977567706346
0.6018097409245917,0.7796241342302207
0.02984836066747713,4.287284063506795
0.14826559993769226,0.13898010379902132
0.35701361427252204,0.21079405286932423
2.6757309045484807,0.3339189136995394
0.0792140537638752,3.0387129079213615
0.29847758356866994,0.8508045672001567
0.45994908566180265,1.201762948296885
0.05116726824370674,4.117908762560983
0.17035501809078032,2.2988395315699917
0.6379132783797398,1.5449331874340835
0.4001502779274467,1.5408159390776663
0.9118635617291945,1.0722019767854962
0.4341449055710072,1.4164849514907147
0.10202091360156261,2.109397637046069
0.47790849802780183,0.6821708503618936
1.0899850460252833,0.9722000854165636
0.3636512213332933,0.8333912345935784
0.49194184870916163,1.326880682853055
0.35165847647634924,2.319278591302724
1.2021017350779637,0.8253320112966746
0.2666247991261856,0.8200220126438189
0.3833631868928003,1.476793879063891
0.20976411004661372,3.065355655596231
0.06938786128228785,1.7515888431961444
0.5435717804330993,1.3124789480029704
1.3718646122906475,0.014800841261586593
0.4743155211964989,1.3892249029393384
0.9249226253106275,1.601295540902862
0.12289172801828044,1.0475842802457713
1.1674081911842047,0.5003322035012684
0.004909008248990533,22.48468187065217
0.12797073972182588,1.3330677056006053
0.07081353851034408,4.31262650332851
1.1905055144690964,0.8401112971989271
1.2052557636801835,0.46651757524586046
0.4350112858984351,1.9053915071468603
0.045779789941020936,3.743057006138924
0.062146776337451685,5.4150412123436436
0.7371722411986731,0.9498271333325706
0.6598700654382819,1.526950890206507
0.045579998183773986,3.353907371256957
0.22116559233115574,2.9195938111214064
0.7418689753676967,1.4601564265416538
0.07047749781688714,3.0031283027703686
0.3859138781866942,0.6210659075083683
0.7026847016881123,0.1488086595224528
0.15908863066382017,2.2744650855489974
0.417951344887702,0.6830447777538475
0.32378582290563723,1.940128572193271
0.40666482538879145,0.5030052036606255
0.29056776806192786,0.9111234953876528
0.5916561292107054,0.36971267411525244
0.6333448134504467,1.2527583064371894
0.7060776616684555,1.0005899318226796
0.019018152107171466,10.568308105667308
0.5679007525075819,2.5003489995906754
0.3242980427646134,0.7770497226094161
0.05277548226877156,4.130780094996268
0.4762132081420789,2.130713652657942
0.9098156802576888,1.9619199944114252
0.6619303474282767,1.7469711017656218
